Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas;Classificação;Sigla_UF;Data
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;2;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;1;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;4;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;51;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;143;Alta;RS;2023-02-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;477;Alta;RS;2023-03-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;6;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1;Média;RS;2023-05-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;12;Média;RS;2023-07-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;6;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;5;Média;RS;2023-09-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;12;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;9;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;15;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;2;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;1;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;4;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;7;Média;RS;2023-02-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;55;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;2;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;5;Média;RS;2023-09-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;1;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;0;Baixa;RS;2023-01-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
ÁFRICA;1;África Do Sul;1;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;8;Média;RS;2023-01-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;0;Baixa;RS;2023-02-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;2;Média;RS;2023-03-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;3;Média;RS;2023-04-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;2;Média;RS;2023-05-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;3;Média;RS;2023-08-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;4;Média;RS;2023-09-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;1;Média;RS;2023-12-01
EUROPA;6;Alemanha;57;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
ÁFRICA;1;Outros Países;11;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;53626;Alta;RS;2023-01-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;23165;Alta;RS;2023-02-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;5313;Alta;RS;2023-03-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;2925;Alta;RS;2023-04-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1860;Alta;RS;2023-05-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1160;Alta;RS;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;2762;Alta;RS;2023-07-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;878;Alta;RS;2023-08-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1047;Alta;RS;2023-09-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1808;Alta;RS;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;3208;Alta;RS;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;5788;Alta;RS;2023-12-01
AMÉRICA DO SUL;4;Argentina;26;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;2;Média;RS;2023-01-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
OCEANIA;7;Austrália;90;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
OCEANIA;7;Austrália;90;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;1;Média;RS;2023-08-01
OCEANIA;7;Austrália;90;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
OCEANIA;7;Austrália;90;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
OCEANIA;7;Austrália;90;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
OCEANIA;7;Austrália;90;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Áustria;58;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;4;Média;RS;2023-01-01
EUROPA;6;Áustria;58;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;2;Média;RS;2023-02-01
EUROPA;6;Áustria;58;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
EUROPA;6;Áustria;58;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
EUROPA;6;Áustria;58;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Áustria;58;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Bélgica;59;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;3;Média;RS;2023-01-01
EUROPA;6;Bélgica;59;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;2;Média;RS;2023-02-01
EUROPA;6;Bélgica;59;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
EUROPA;6;Bélgica;59;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Bélgica;59;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Bélgica;59;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Outros Países;89;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
EUROPA;6;Outros Países;89;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;17;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;3;Média;RS;2023-02-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;3;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;6;Média;RS;2023-05-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;4;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;4;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;13;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Bolívia;27;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Bulgária;60;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;3;Média;RS;2023-10-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;0;Baixa;RS;2023-02-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO NORTE;3;Canadá;23;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;3;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;59;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;40;Média;RS;2023-02-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;26;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;38;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;18;Média;RS;2023-05-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;16;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;11;Média;RS;2023-07-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;7;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;2;Média;RS;2023-09-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;13;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;7;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;15;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Chile;28;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁSIA;5;China;40;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;3;Média;RS;2023-01-01
ÁSIA;5;China;40;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
ÁSIA;5;China;40;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
ÁSIA;5;China;40;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;17;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;4;Média;RS;2023-02-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;3;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;13;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;2;Média;RS;2023-05-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;2;Média;RS;2023-07-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;3;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;3;Média;RS;2023-09-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;3;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;1;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;5;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Colômbia;29;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
EUROPA;6;Croácia;61;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;Cuba;13;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Dinamarca;62;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;2;Média;RS;2023-02-01
EUROPA;6;Dinamarca;62;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
EUROPA;6;Dinamarca;62;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;1;Média;RS;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;El Salvador;14;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;2;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;0;Baixa;RS;2023-01-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;1;Média;RS;2023-07-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;3;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;6;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Equador;30;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Eslováquia;63;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Eslováquia;63;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;19;Média;RS;2023-01-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;3;Média;RS;2023-02-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;0;Baixa;RS;2023-03-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;2;Média;RS;2023-05-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;2;Média;RS;2023-07-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Espanha;65;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
