Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas;Classificação;Sigla_UF;Data
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;165;Alta;Outros;2023-03-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;335;Alta;Outros;2023-04-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;62;Média;Outros;2023-05-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;56;Média;Outros;2023-06-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;72;Média;Outros;2023-07-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;170;Alta;Outros;2023-08-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;62;Média;Outros;2023-09-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;85;Média;Outros;2023-10-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;141;Alta;Outros;2023-11-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;741;Alta;Outros;2023-12-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;3;Média;Outros;2023-01-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;0;Baixa;Outros;2023-02-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;3;Média;Outros;2023-03-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;2;Média;Outros;2023-04-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1;Média;Outros;2023-06-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;4;Média;Outros;2023-07-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0;Baixa;Outros;2023-08-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;3;Média;Outros;2023-10-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;9;Média;Outros;2023-11-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;21;Média;Outros;2023-12-01
ÁSIA;5;República Da Coreia;52;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0;Baixa;Outros;2023-07-01
EUROPA;6;República Tcheca;81;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1;Média;Outros;2023-08-01
EUROPA;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1;Média;Outros;2023-03-01
EUROPA;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1;Média;Outros;2023-06-01
EUROPA;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1;Média;Outros;2023-07-01
EUROPA;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1;Média;Outros;2023-12-01
EUROPA;6;Rússia;83;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;1;Média;Outros;2023-04-01
EUROPA;6;Sérvia;84;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;2;Média;Outros;2023-11-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0;Baixa;Outros;2023-01-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;2;Média;Outros;2023-02-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0;Baixa;Outros;2023-06-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0;Baixa;Outros;2023-09-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;3;Média;Outros;2023-11-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;5;Média;Outros;2023-01-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;9;Média;Outros;2023-02-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;2;Média;Outros;2023-03-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;4;Média;Outros;2023-04-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1;Média;Outros;2023-05-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1;Média;Outros;2023-06-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1;Média;Outros;2023-07-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;4;Média;Outros;2023-09-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;14;Média;Outros;2023-10-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;4;Média;Outros;2023-11-01
EUROPA;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;14;Média;Outros;2023-12-01
ÁSIA;5;Taiwan;55;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0;Baixa;Outros;2023-12-01
EUROPA;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
EUROPA;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0;Baixa;Outros;2023-09-01
EUROPA;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1;Média;Outros;2023-12-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;4;Média;Outros;2023-02-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;183;Alta;Outros;2023-04-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;2;Média;Outros;2023-05-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0;Baixa;Outros;2023-06-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1;Média;Outros;2023-07-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0;Baixa;Outros;2023-09-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;4;Média;Outros;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;4;Média;Outros;2023-11-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2;Média;Outros;2023-12-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;2;Média;Outros;2023-01-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1;Média;Outros;2023-03-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0;Baixa;Outros;2023-06-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1;Média;Outros;2023-07-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0;Baixa;Outros;2023-12-01
AMÉRICA DO SUL;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0;Baixa;Outros;2023-12-01
AMÉRICA DO SUL;4;Argentina;26;Amapá;3;Aéreo;1;2023;Outubro;10;0;Baixa;AP;2023-10-01
AMÉRICA DO SUL;4;Chile;28;Amapá;3;Aéreo;1;2023;Abril;4;0;Baixa;AP;2023-04-01
AMÉRICA DO SUL;4;Colômbia;29;Amapá;3;Aéreo;1;2023;Abril;4;1;Média;AP;2023-04-01
AMÉRICA DO SUL;4;Colômbia;29;Amapá;3;Aéreo;1;2023;Outubro;10;1;Média;AP;2023-10-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023;Setembro;9;1;Média;AP;2023-09-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023;Outubro;10;0;Baixa;AP;2023-10-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023;Dezembro;12;1;Média;AP;2023-12-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Janeiro;1;0;Baixa;AP;2023-01-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Abril;4;0;Baixa;AP;2023-04-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Maio;5;0;Baixa;AP;2023-05-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Junho;6;4;Média;AP;2023-06-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Julho;7;0;Baixa;AP;2023-07-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Setembro;9;23;Média;AP;2023-09-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Dezembro;12;10;Média;AP;2023-12-01
EUROPA;6;França;68;Amapá;3;Aéreo;1;2023;Dezembro;12;0;Baixa;AP;2023-12-01
AMÉRICA DO SUL;4;Guiana;31;Amapá;3;Aéreo;1;2023;Setembro;9;1;Média;AP;2023-09-01
EUROPA;6;Reino Unido;80;Amapá;3;Aéreo;1;2023;Setembro;9;2;Média;AP;2023-09-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Janeiro;1;2;Média;AM;2023-01-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Fevereiro;2;1;Média;AM;2023-02-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Marco;3;1;Média;AM;2023-03-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Abril;4;0;Baixa;AM;2023-04-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Junho;6;2;Média;AM;2023-06-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Julho;7;2;Média;AM;2023-07-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Outubro;10;1;Média;AM;2023-10-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Novembro;11;5;Média;AM;2023-11-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Novembro;11;0;Baixa;AM;2023-11-01
ÁFRICA;1;África Do Sul;1;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Outros Países;89;Amazonas;4;Aéreo;1;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Outros Países;89;Amazonas;4;Aéreo;1;2023;Junho;6;0;Baixa;AM;2023-06-01
EUROPA;6;Outros Países;89;Amazonas;4;Aéreo;1;2023;Agosto;8;1;Média;AM;2023-08-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Janeiro;1;16;Média;AM;2023-01-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Fevereiro;2;12;Média;AM;2023-02-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Marco;3;10;Média;AM;2023-03-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Abril;4;26;Média;AM;2023-04-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Maio;5;25;Média;AM;2023-05-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Junho;6;10;Média;AM;2023-06-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Julho;7;27;Média;AM;2023-07-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Agosto;8;19;Média;AM;2023-08-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Setembro;9;14;Média;AM;2023-09-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Outubro;10;48;Média;AM;2023-10-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Novembro;11;20;Média;AM;2023-11-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Dezembro;12;24;Média;AM;2023-12-01
EUROPA;6;Alemanha;57;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Outros Países;89;Amazonas;4;Aéreo;1;2023;Abril;4;0;Baixa;AM;2023-04-01
EUROPA;6;Outros Países;89;Amazonas;4;Aéreo;1;2023;Novembro;11;3;Média;AM;2023-11-01
ÁFRICA;1;Angola;2;Amazonas;4;Aéreo;1;2023;Agosto;8;0;Baixa;AM;2023-08-01
ÁSIA;5;Arábia Saudita;38;Amazonas;4;Aéreo;1;2023;Julho;7;1;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Janeiro;1;4;Média;AM;2023-01-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Fevereiro;2;4;Média;AM;2023-02-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Marco;3;6;Média;AM;2023-03-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Abril;4;1;Média;AM;2023-04-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Maio;5;3;Média;AM;2023-05-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Junho;6;2;Média;AM;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Julho;7;6;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Agosto;8;6;Média;AM;2023-08-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Setembro;9;5;Média;AM;2023-09-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Outubro;10;4;Média;AM;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Novembro;11;4;Média;AM;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Dezembro;12;4;Média;AM;2023-12-01
AMÉRICA DO SUL;4;Argentina;26;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;Outros Países;56;Amazonas;4;Aéreo;1;2023;Agosto;8;1;Média;AM;2023-08-01
ÁSIA;5;Outros Países;56;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Janeiro;1;5;Média;AM;2023-01-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Fevereiro;2;5;Média;AM;2023-02-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Marco;3;3;Média;AM;2023-03-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Abril;4;5;Média;AM;2023-04-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Maio;5;4;Média;AM;2023-05-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Junho;6;10;Média;AM;2023-06-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Julho;7;18;Média;AM;2023-07-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Agosto;8;6;Média;AM;2023-08-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Setembro;9;4;Média;AM;2023-09-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Outubro;10;5;Média;AM;2023-10-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Novembro;11;14;Média;AM;2023-11-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Novembro;11;0;Baixa;AM;2023-11-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Dezembro;12;13;Média;AM;2023-12-01
OCEANIA;7;Austrália;90;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Fevereiro;2;1;Média;AM;2023-02-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Abril;4;3;Média;AM;2023-04-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Junho;6;9;Média;AM;2023-06-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Julho;7;4;Média;AM;2023-07-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Agosto;8;2;Média;AM;2023-08-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Setembro;9;2;Média;AM;2023-09-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Novembro;11;3;Média;AM;2023-11-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Novembro;11;0;Baixa;AM;2023-11-01
EUROPA;6;Áustria;58;Amazonas;4;Aéreo;1;2023;Dezembro;12;2;Média;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Abril;4;0;Baixa;AM;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Junho;6;0;Baixa;AM;2023-06-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Julho;7;1;Média;AM;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Agosto;8;2;Média;AM;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Setembro;9;2;Média;AM;2023-09-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
ÁSIA;5;Bangladesh;39;Amazonas;4;Aéreo;1;2023;Agosto;8;1;Média;AM;2023-08-01
ÁSIA;5;Bangladesh;39;Amazonas;4;Aéreo;1;2023;Dezembro;12;0;Baixa;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Marco;3;1;Média;AM;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Agosto;8;1;Média;AM;2023-08-01
ÁSIA;5;Outros Países;56;Amazonas;4;Aéreo;1;2023;Dezembro;12;1;Média;AM;2023-12-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Janeiro;1;1;Média;AM;2023-01-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Marco;3;1;Média;AM;2023-03-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Abril;4;0;Baixa;AM;2023-04-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Maio;5;1;Média;AM;2023-05-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Junho;6;2;Média;AM;2023-06-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Julho;7;2;Média;AM;2023-07-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Agosto;8;3;Média;AM;2023-08-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Setembro;9;4;Média;AM;2023-09-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Outubro;10;6;Média;AM;2023-10-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Novembro;11;5;Média;AM;2023-11-01
EUROPA;6;Bélgica;59;Amazonas;4;Aéreo;1;2023;Dezembro;12;1;Média;AM;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Janeiro;1;6;Média;AM;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Julho;7;0;Baixa;AM;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Amazonas;4;Aéreo;1;2023;Agosto;8;0;Baixa;AM;2023-08-01
ÁFRICA;1;Outros Países;11;Amazonas;4;Aéreo;1;2023;Setembro;9;1;Média;AM;2023-09-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Janeiro;1;1;Média;AM;2023-01-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Marco;3;2;Média;AM;2023-03-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Abril;4;2;Média;AM;2023-04-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Maio;5;5;Média;AM;2023-05-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Junho;6;1;Média;AM;2023-06-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Julho;7;1;Média;AM;2023-07-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Agosto;8;2;Média;AM;2023-08-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Setembro;9;0;Baixa;AM;2023-09-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Outubro;10;3;Média;AM;2023-10-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Novembro;11;1;Média;AM;2023-11-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Novembro;11;0;Baixa;AM;2023-11-01
AMÉRICA DO SUL;4;Bolívia;27;Amazonas;4;Aéreo;1;2023;Dezembro;12;1;Média;AM;2023-12-01
EUROPA;6;Outros Países;89;Amazonas;4;Aéreo;1;2023;Julho;7;0;Baixa;AM;2023-07-01
EUROPA;6;Bulgária;60;Amazonas;4;Aéreo;1;2023;Junho;6;1;Média;AM;2023-06-01
EUROPA;6;Bulgária;60;Amazonas;4;Aéreo;1;2023;Julho;7;0;Baixa;AM;2023-07-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Janeiro;1;53;Média;AM;2023-01-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Fevereiro;2;47;Média;AM;2023-02-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Marco;3;78;Média;AM;2023-03-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Abril;4;39;Média;AM;2023-04-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Maio;5;63;Média;AM;2023-05-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Junho;6;58;Média;AM;2023-06-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Julho;7;95;Média;AM;2023-07-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Agosto;8;104;Alta;AM;2023-08-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Setembro;9;71;Média;AM;2023-09-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Outubro;10;60;Média;AM;2023-10-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Outubro;10;0;Baixa;AM;2023-10-01
AMÉRICA DO NORTE;3;Canadá;23;Amazonas;4;Aéreo;1;2023;Novembro;11;56;Média;AM;2023-11-01
